"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1961373693096886776","Fri Aug 29 10:21:43 +0000 2025","20575","Acab gobloknya ga sembuh sembuh https://t.co/6yTon1M39X","1961373693096886776","https://pbs.twimg.com/ext_tw_video_thumb/1961373645064097792/pu/img/G0mq8cdbXSZT9CGs.jpg","","in","","3185","445","10936","https://x.com/undefined/status/1961373693096886776","1794298849651212288",
"1961064914191278176","Thu Aug 28 13:54:45 +0000 2025","20017","Footage lain ojol dilindas yaAllah 1312! ACAB! https://t.co/exlIXR2JgO","1961064914191278176","https://pbs.twimg.com/ext_tw_video_thumb/1961060505382264832/pu/img/xfLTbWVGWWUjMeqQ.jpg","","in","","1949","671","11578","https://x.com/undefined/status/1961064914191278176","1850558971779956736",
"1961988085736255945","Sun Aug 31 03:03:06 +0000 2025","12585","Waspada poster jelek buatan acab","1961988085736255945","","","in","","104","212","7486","https://x.com/undefined/status/1961988085736255945","1794298849651212288",
"1960126357759037905","Mon Aug 25 23:45:15 +0000 2025","1986","Bajer 02 pake bahasa acab giliran kemaren aja bravo bravo anjing https://t.co/AGowdPyaFX","1960126357759037905","https://pbs.twimg.com/media/GzPEiM5acAARlVE.jpg","","in","","28","66","448","https://x.com/undefined/status/1960126357759037905","1794298849651212288",
"1961058964990287883","Thu Aug 28 13:31:06 +0000 2025","1793","Keterlaluan Acab ini","1961058964990287883","","","in","","6","45","735","https://x.com/undefined/status/1961058964990287883","1794298849651212288",
"1961372434222743708","Fri Aug 29 10:16:43 +0000 2025","2779","Massa Malang meluber dan ramai sekali hati hati untuk semua peserta aksi karena sentimen anti Acab sangat tinggi paska Kanjuruhan dan aksi UU TNI https://t.co/NwVHQoRIW8","1961372434222743708","https://pbs.twimg.com/ext_tw_video_thumb/1961372401532637185/pu/img/l_-BgbBPLmupkAp5.jpg","","in","","34","15","1099","https://x.com/undefined/status/1961372434222743708","1794298849651212288",
"1961473178296869180","Fri Aug 29 16:57:02 +0000 2025","4370","ALERTA Aparat kepolisian biadab menembakkan gas air mata ke wilayah permukiman di sekitar Undip Pleburan Semarang. Gas air mata mengenai salah satu pedagang yang sedang berjualan. ACAB!! https://t.co/oS1CgCD4s0","1961473178296869180","https://pbs.twimg.com/amplify_video_thumb/1961471180344328192/img/9rj6VPow3nIiNnOY.jpg","","in","","225","45","3298","https://x.com/undefined/status/1961473178296869180","1850558971779956736",
"1960939508867981515","Thu Aug 28 05:36:26 +0000 2025","513","Acab dan enablernya","1960939508867981515","","","in","","0","1","194","https://x.com/undefined/status/1960939508867981515","1794298849651212288",
"1961411584838045954","Fri Aug 29 12:52:17 +0000 2025","783","Bajingan acab","1961411584838045954","","","in","","0","24","314","https://x.com/undefined/status/1961411584838045954","1794298849651212288",
"1959310317605056783","Sat Aug 23 17:42:36 +0000 2025","1934","Acab gunanya cuma buat jadi penjual sawah doang","1959310317605056783","","","in","","1","6","493","https://x.com/undefined/status/1959310317605056783","1794298849651212288",
"1961232801153650851","Fri Aug 29 01:01:52 +0000 2025","163","Acab jahanam","1961232801153650851","","","in","","0","3","52","https://x.com/undefined/status/1961232801153650851","1794298849651212288",
"1961056543916576801","Thu Aug 28 13:21:29 +0000 2025","5944","Situasi di lapangan dari dalam mobil ambulance untuk evakuasi korban. Apresiasi kami kepada teman-teman yang memberikan jalan. Dan terkutuklah aparat ACAB yang memukuli massa aksi! https://t.co/9wln5CAbFl","1961056543916576801","https://pbs.twimg.com/ext_tw_video_thumb/1961056497250791425/pu/img/cg5x4S2nnPRoqmRP.jpg","","in","","44","29","3504","https://x.com/undefined/status/1961056543916576801","1850558971779956736",
"1960991663834153181","Thu Aug 28 09:03:40 +0000 2025","1165","16:00 ACAB udah barbar nembakin tear gas https://t.co/qxIKifbkzM","1960991663834153181","https://pbs.twimg.com/ext_tw_video_thumb/1960991645522120704/pu/img/Q6PW_n6AF2eQCCzO.jpg","","in","","15","7","468","https://x.com/undefined/status/1960991663834153181","1850558971779956736",
"1960027369617641580","Mon Aug 25 17:11:55 +0000 2025","5690","Dipikir-pikir siapa yang mau bakar pos polisi jam 22:00 di petamburan? Susah untuk ga curiga ini mainannya ACAB. https://t.co/2yEXT5L9I3","1960027369617641580","https://pbs.twimg.com/amplify_video_thumb/1959994813404819457/img/OKl_5EbvfOegHUFc.jpg","","in","","93","83","1616","https://x.com/undefined/status/1960027369617641580","1850558971779956736",
"1961560460475658485","Fri Aug 29 22:43:52 +0000 2025","180","Acab tolol ga puas cuma nembakin warga tapi juga cidukin warga yang bersuara di aosmed","1961560460475658485","","","in","","0","0","110","https://x.com/undefined/status/1961560460475658485","1794298849651212288",
"1943130557132763312","Thu Jul 10 02:10:01 +0000 2025","596","Kita menolak RKUHAP bukan berarti KUHAP yang berlaku gak harus diperbaiki ya gaes. Malah harus banget direvisi. Tapi ya revisinya harus sesuai perlindungan HAM dan keadilan bagi warga bukan malah makin seenaknya mas-mas acab dan penguasa. #TolakRKUHAP #RKUHAPLaluDitangkap","1943130557132763312","","","in","","4","3","357","https://x.com/undefined/status/1943130557132763312","1850558971779956736",
"1963602125939957775","Thu Sep 04 13:56:43 +0000 2025","88","gpplah dicap anak abah walaupun sbnrnya anak yatim drpd anak setan kyk lo-lo pada yang fokus ke hal ga penting (mEnyaMPaikAn KriTik™ hArUs SoPAnnN1n!n!N! aPA yanG suDAH kALIan beRiKaN kEPAda NegAraA™?!?! kAsIH sOlUsinYA doOnGg jAnGAn cUMa biSA mEnCElA!!1!!1)","1963602125939957775","","","in","","3","2","26","https://x.com/undefined/status/1963602125939957775","1115527493522345990",
